SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,TenureMonths,MonthlyCharges,ChurnLabel
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1079.65,58,19.55,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,1,45.55,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,199.75,4,45.9,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1436.95,69,19.8,No
No,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,238.1,3,74.75,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,1,19.85,No
No,No,No,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,681.4,17,44.6,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,400.3,22,19.9,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,1013.2,50,19.8,No
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,1,19.3,No
No,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,3198.6,43,75.2,Yes
No,No,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),1927.3,27,69.35,No
No,No,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,132.4,2,70.3,No
No,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,3471.1,44,77.55,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,370.65,4,88.45,Yes
No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),411.6,8,51.3,No
Yes,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),6140.85,67,92.45,No
No,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),3521.7,67,50.95,No
No,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,1,81.7,Yes
No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,2,44.6,Yes
No,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),2390.45,44,54.3,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,1,20.9,Yes
No,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4946.05,48,103.85,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.7,2,20.05,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,1,19.75,Yes
No,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1269.6,24,51.1,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,275.4,13,20.3,No
No,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,1,75.3,Yes
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1505.05,60,25.0,No
Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1581.2,16,96.4,Yes
No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,483.7,11,44.05,Yes
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,474.9,6,84.35,Yes
No,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3437.45,57,58.75,No
No,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,632.2,8,73.5,No
Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,6312.9,62,104.85,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6597.25,63,104.8,No
No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1677.85,41,40.35,No
No,Yes,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),2728.6,41,66.5,Yes
Yes,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4735.35,45,102.15,No
No,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2119.5,21,97.35,Yes
No,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),2921.75,40,70.75,No
No,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8012.75,72,111.6,No
No,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),2038.7,30,68.95,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,1,19.1,No
No,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,417.75,5,82.75,No
No,No,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),425.9,5,85.4,Yes
Yes,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2276.95,32,74.4,Yes
No,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3875.4,42,92.15,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6393.65,58,109.1,No
No,No,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),903.6,22,43.75,Yes
Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2812.2,28,101.3,Yes
No,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,602.55,7,85.2,Yes
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,1,74.5,Yes
No,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2524.45,34,73.95,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,416.45,20,20.0,No
Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,5438.9,48,117.45,Yes
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1784.5,72,24.25,No
No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,710.05,19,39.7,No
No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),1992.2,28,70.4,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,418.25,17,20.75,No
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4527.45,41,114.5,Yes
No,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,246.3,3,75.8,Yes
No,No,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,415.95,7,59.5,Yes
No,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,4063,44,90.4,No
Yes,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,1424.95,15,89.85,Yes
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),343.6,13,24.5,No
No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),973.55,37,28.6,Yes
No,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),3211.9,30,106.4,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1527.35,18,90.0,Yes
Yes,No,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,493.65,7,64.95,No
Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,303.7,4,80.25,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4749.15,47,99.35,Yes
No,Yes,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,2184.35,39,55.9,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,218.55,13,20.0,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,1,20.75,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,304.6,15,19.8,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),5980.55,72,82.3,No
No,No,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,214.4,3,82.3,No
Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4259.3,41,99.8,Yes
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1088.25,45,24.45,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,609.05,24,24.2,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1787.35,72,25.2,No
No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1706.45,24,70.3,No
No,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),4263.45,62,70.75,No
No,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,990.3,11,89.2,No
No,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,1,68.5,Yes
No,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),256.75,3,85.7,No
No,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3204.65,32,99.55,Yes
No,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,3342,38,89.1,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),470,27,19.85,No
No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45,1,45.0,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1790.8,72,25.1,No
Yes,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,3229.65,53,60.05,Yes
No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1701.65,35,49.2,No
No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,733.55,25,26.8,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5315.1,48,111.45,No
No,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,3801.7,39,100.45,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,573.3,6,89.5,Yes
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,834.2,11,74.35,Yes
No,No,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),2460.15,46,54.35,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,529.8,27,19.4,No
No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4039,43,92.55,No
No,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),5437.75,70,75.35,No
No,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,4889.3,47,103.1,No
No,Yes,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,466.6,9,50.85,No
No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1816.75,22,84.75,No
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3021.6,36,84.1,Yes
No,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,294.2,4,70.5,No
Yes,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,374.8,5,80.7,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1429.65,62,23.4,No
No,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,4847.35,49,100.85,No
No,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,5231.2,60,89.55,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,1,20.2,Yes
No,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,8109.8,72,109.25,Yes
No,No,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),858.6,12,81.7,Yes
No,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,1,84.85,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1284.2,67,19.4,No
Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),5602.25,72,78.5,No
No,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.25,2,50.2,No
Yes,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,793.55,10,79.25,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.65,3,20.0,No
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8240.85,72,110.9,No
No,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,4264.6,66,63.85,No
No,No,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,2435.15,31,78.45,Yes
No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,3131.55,32,94.8,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),329.75,17,19.9,No
No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,2301.15,42,54.5,No
Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,6126.15,65,94.4,No
No,No,No,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),3116.15,59,54.15,No
Yes,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1261.35,16,74.45,No
Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),6766.95,71,96.35,No
Yes,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1285.05,15,94.65,No
Yes,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,408.5,5,85.55,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,279.5,17,20.1,No
No,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4964.7,45,108.45,No
No,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5484.4,64,85.0,No
No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1498.35,61,25.0,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,1,71.55,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,625.05,30,19.7,No
No,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1566.75,15,99.7,No
No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,221.7,5,46.0,Yes
Yes,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,1,36.45,Yes
Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),7227.45,65,109.4,No
No,Yes,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,167.2,5,30.5,No
No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1013.6,44,24.85,No
No,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6615.15,66,102.45,Yes
No,No,No,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),1507,26,59.45,No
No,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),2427.1,30,79.3,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,126.05,5,19.35,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,411.15,25,19.6,No
No,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,2199.05,25,85.9,No
No,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),2424.45,31,75.5,No
No,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,169.05,3,49.15,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,666,35,19.9,No
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.35,6,20.2,No
No,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,1574.45,17,91.85,Yes
No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),6511.25,69,95.75,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,472.25,11,44.65,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,415.4,20,19.4,No
Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3465.05,33,105.35,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,180.3,11,19.25,Yes
